student_id,status,is_dropout,risk_score,risk_band,is_flagged,sumber_skor,program_studi,jalur_masuk,jalur_masuk_detail,waktu_kuliah,jenis_kelamin,status_pernikahan,kelompok_usia,usia_saat_daftar,band_nilai_masuk,nilai_masuk,status_keuangan,ukt_lunas,menunggak,penerima_beasiswa,perantau,mahasiswa_internasional,band_kelulusan_sks,band_nilai_semester,rasio_kelulusan,rata_rata_nilai,tren_kelulusan,total_mk_lulus,mk_lulus_sem1,mk_lulus_sem2,nilai_sem1,nilai_sem2
JJI-00072,Graduate,0,8.8,Rendah,0,out-of-fold (data berlabel),Keperawatan,Seleksi Reguler,Seleksi umum - fase 2,Kelas Siang,Laki-laki,Lajang,23-25,24,130-140,130.8,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,Tidak,Tidak,81-100%,12-14,1.0,12.8625,0.0,15,7,8,11.975,13.75
JJI-00073,Dropout,1,47.4,Tinggi,1,out-of-fold (data berlabel),Desain Animasi & Multimedia,Seleksi Reguler,Seleksi umum - fase 1,Kelas Siang,Laki-laki,Lajang,17-19,19,130-140,135.8,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,Ya,Tidak,0% (tidak lulus satu pun),Tanpa nilai,0.0,0.0,0.0,0,0,0,0.0,0.0
JJI-00074,Dropout,1,97.6,Sangat Tinggi,1,out-of-fold (data berlabel),Pariwisata,Seleksi Reguler,Seleksi umum - fase 2,Kelas Siang,Laki-laki,Lajang,17-19,18,<120,111.7,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,Ya,Tidak,1-50%,10-12,0.3333,11.8333,-0.3333,4,3,1,11.6667,12.0
JJI-00075,Graduate,0,53.4,Tinggi,1,out-of-fold (data berlabel),Jurnalistik & Komunikasi,Seleksi Reguler,Seleksi umum - fase 1,Kelas Siang,Laki-laki,Lajang,17-19,18,130-140,132.9,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,Ya,Tidak,51-80%,12-14,0.75,12.3333,-0.5,9,6,3,12.3333,12.3333
JJI-00076,Dropout,1,94.9,Sangat Tinggi,1,out-of-fold (data berlabel),Manajemen,Seleksi Reguler,Seleksi umum - fase 2,Kelas Siang,Laki-laki,Lajang,17-19,18,<120,115.5,Perlu perhatian (1 masalah),Ya,Ya,Tidak,Ya,Tidak,51-80%,10-12,0.6,10.5952,0.0,6,3,3,10.3333,10.8571
JJI-00077,Dropout,1,95.1,Sangat Tinggi,1,out-of-fold (data berlabel),Pariwisata,Seleksi Reguler,Seleksi umum - fase 3,Kelas Siang,Laki-laki,Lajang,20-22,21,<120,106.0,Aman (lunas & tidak menunggak),Ya,Tidak,Ya,Ya,Tidak,1-50%,10-12,0.4167,10.75,-0.5,5,4,1,10.5,11.0
JJI-00078,Graduate,0,14.2,Rendah,0,out-of-fold (data berlabel),Jurnalistik & Komunikasi,Seleksi Reguler,Seleksi umum - fase 2,Kelas Siang,Laki-laki,Lajang,17-19,19,120-130,120.3,Perlu perhatian (1 masalah),Ya,Ya,Ya,Ya,Tidak,81-100%,12-14,1.0,13.5,0.0,12,6,6,13.6667,13.3333
JJI-00079,Graduate,0,7.2,Rendah,0,out-of-fold (data berlabel),Keperawatan,Seleksi Reguler,Seleksi umum - fase 2,Kelas Siang,Laki-laki,Lajang,20-22,22,130-140,130.8,Aman (lunas & tidak menunggak),Ya,Tidak,Ya,Tidak,Tidak,81-100%,>14,1.0,14.9492,0.0,15,7,8,14.8429,15.0556
JJI-00080,Graduate,0,6.3,Rendah,0,out-of-fold (data berlabel),Pekerjaan Sosial (kelas malam),Jalur Usia >23 Tahun,Jalur usia di atas 23 tahun,Kelas Malam,Laki-laki,Menikah,31-40,33,<120,117.0,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,Tidak,Tidak,81-100%,10-12,1.0,11.8333,0.0,12,6,6,12.0,11.6667
JJI-00081,Dropout,1,19.4,Rendah,0,out-of-fold (data berlabel),Pendidikan Dasar,Seleksi Reguler,Seleksi umum - fase 1,Kelas Siang,Laki-laki,Lajang,20-22,20,<120,110.2,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,Ya,Tidak,81-100%,12-14,0.8333,12.2,0.0,10,5,5,12.2,12.2
JJI-00082,Dropout,1,97.5,Sangat Tinggi,1,out-of-fold (data berlabel),Manajemen (kelas malam),Jalur Usia >23 Tahun,Jalur usia di atas 23 tahun,Kelas Malam,Laki-laki,Lajang,31-40,35,>150,155.7,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,Ya,Tidak,0% (tidak lulus satu pun),Tanpa nilai,0.0,0.0,0.0,0,0,0,0.0,0.0
JJI-00083,Dropout,1,56.4,Tinggi,1,out-of-fold (data berlabel),Agronomi,Jalur Usia >23 Tahun,Jalur usia di atas 23 tahun,Kelas Siang,Laki-laki,Lajang,23-25,24,>150,180.4,Perlu perhatian (1 masalah),Ya,Ya,Tidak,Tidak,Tidak,51-80%,12-14,0.6667,12.7333,0.3333,16,6,10,12.1667,13.3
JJI-00084,Enrolled,,59.8,Tinggi,1,prediksi (mahasiswa aktif),Pariwisata,Seleksi Reguler,Seleksi umum - fase 2,Kelas Siang,Laki-laki,Lajang,17-19,18,120-130,125.5,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,Tidak,Tidak,51-80%,10-12,0.8,11.6667,-0.4,8,5,3,12.0,11.3333
JJI-00085,Graduate,0,36.0,Tinggi,1,out-of-fold (data berlabel),Pekerjaan Sosial (kelas malam),Jalur Usia >23 Tahun,Jalur usia di atas 23 tahun,Kelas Malam,Perempuan,Menikah,31-40,33,<120,110.0,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,Ya,Tidak,81-100%,10-12,0.9167,11.0,-0.1667,11,6,5,11.0,11.0
JJI-00086,Graduate,0,4.0,Rendah,0,out-of-fold (data berlabel),Keperawatan,Pindahan / Ganti Program,Transfer,Kelas Siang,Perempuan,Lajang,20-22,22,>150,161.0,Aman (lunas & tidak menunggak),Ya,Tidak,Ya,Ya,Tidak,81-100%,12-14,0.875,13.08,0.0,14,7,7,13.08,13.08
JJI-00087,Graduate,0,18.0,Rendah,0,out-of-fold (data berlabel),Manajemen Periklanan & Pemasaran,Jalur Usia >23 Tahun,Jalur usia di atas 23 tahun,Kelas Siang,Perempuan,Lajang,23-25,25,<120,100.0,Aman (lunas & tidak menunggak),Ya,Tidak,Ya,Tidak,Tidak,81-100%,10-12,0.9,11.05,0.2,9,4,5,10.5,11.6
JJI-00088,Graduate,0,22.9,Sedang,0,out-of-fold (data berlabel),Desain Komunikasi,Seleksi Reguler,Seleksi umum - fase 2,Kelas Siang,Laki-laki,Lajang,20-22,20,<120,117.6,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,Ya,Tidak,81-100%,10-12,0.9167,10.9333,-0.1667,11,6,5,10.6667,11.2
JJI-00089,Enrolled,,19.0,Rendah,0,prediksi (mahasiswa aktif),Manajemen,Seleksi Reguler,Seleksi umum - fase 1,Kelas Siang,Laki-laki,Lajang,23-25,23,120-130,128.7,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,Ya,Tidak,81-100%,12-14,0.9,13.9,0.2,9,4,5,14.0,13.8
JJI-00090,Enrolled,,99.9,Sangat Tinggi,1,prediksi (mahasiswa aktif),Teknik Informatika,Pindahan / Ganti Program,Pindah program studi,Kelas Siang,Laki-laki,Lajang,17-19,18,<120,112.2,Perlu perhatian (1 masalah),Ya,Ya,Tidak,Ya,Tidak,1-50%,0-10,0.2,5.0,-0.4,2,2,0,10.0,0.0
JJI-00091,Dropout,1,99.9,Sangat Tinggi,1,out-of-fold (data berlabel),Keperawatan,Jalur Usia >23 Tahun,Jalur usia di atas 23 tahun,Kelas Siang,Laki-laki,Lajang,23-25,24,<120,100.8,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,Tidak,Tidak,0% (tidak lulus satu pun),Tanpa nilai,0.0,0.0,0.0,0,0,0,0.0,0.0
JJI-00092,Graduate,0,23.8,Sedang,0,out-of-fold (data berlabel),Jurnalistik & Komunikasi,Seleksi Reguler,Seleksi umum - fase 2,Kelas Siang,Perempuan,Lajang,20-22,21,<120,105.0,Perlu perhatian (1 masalah),Tidak,Tidak,Tidak,Ya,Ya,81-100%,12-14,1.0,13.75,0.0,12,6,6,14.0,13.5
JJI-00093,Dropout,1,99.8,Sangat Tinggi,1,out-of-fold (data berlabel),Pengelolaan Kuda (Equinculture),Mahasiswa Internasional,Mahasiswa internasional (sarjana),Kelas Siang,Perempuan,Lajang,26-30,26,<120,100.0,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,Tidak,Ya,1-50%,0-10,0.1667,6.0,-0.3333,2,2,0,12.0,0.0
JJI-00094,Dropout,1,99.6,Sangat Tinggi,1,out-of-fold (data berlabel),Pendidikan Dasar,Jalur Usia >23 Tahun,Jalur usia di atas 23 tahun,Kelas Siang,Perempuan,Menikah,31-40,39,<120,115.5,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,Tidak,Tidak,1-50%,0-10,0.25,6.3333,-0.5,3,3,0,12.6667,0.0
JJI-00095,Graduate,0,4.0,Rendah,0,out-of-fold (data berlabel),Pekerjaan Sosial (kelas malam),Jalur Usia >23 Tahun,Jalur usia di atas 23 tahun,Kelas Malam,Perempuan,Menikah,41+,44,<120,114.0,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,Tidak,Tidak,81-100%,12-14,1.0,12.1042,0.0,14,8,6,11.875,12.3333
JJI-00096,Enrolled,,60.2,Sangat Tinggi,1,prediksi (mahasiswa aktif),Teknik Informatika,Mahasiswa Internasional,Mahasiswa internasional (sarjana),Kelas Siang,Laki-laki,Lajang,17-19,19,130-140,137.0,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,Ya,Ya,51-80%,12-14,0.8,13.625,-0.4,8,5,3,14.0,13.25
JJI-00097,Graduate,0,6.8,Rendah,0,out-of-fold (data berlabel),Jurnalistik & Komunikasi,Seleksi Reguler,Seleksi umum - fase 1,Kelas Siang,Perempuan,Lajang,17-19,18,120-130,124.9,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,Ya,Tidak,81-100%,12-14,1.0,13.5,0.0,12,6,6,13.6667,13.3333
JJI-00098,Graduate,0,3.3,Rendah,0,out-of-fold (data berlabel),Keperawatan,Seleksi Reguler,Seleksi umum - fase 1,Kelas Siang,Perempuan,Lajang,17-19,18,120-130,120.3,Aman (lunas & tidak menunggak),Ya,Tidak,Ya,Ya,Tidak,81-100%,>14,1.0,14.1139,0.0,15,7,8,13.75,14.4778
JJI-00099,Enrolled,,3.1,Rendah,0,prediksi (mahasiswa aktif),Keperawatan Hewan,Seleksi Reguler,Seleksi umum - fase 1,Kelas Siang,Perempuan,Lajang,17-19,19,130-140,134.3,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,Ya,Tidak,81-100%,12-14,1.0,14.0,0.0,10,5,5,14.2,13.8
JJI-00100,Dropout,1,99.4,Sangat Tinggi,1,out-of-fold (data berlabel),Keperawatan,Seleksi Reguler,Seleksi umum - fase 1,Kelas Siang,Perempuan,Lajang,17-19,19,<120,111.5,Bermasalah (menunggak & UKT tertunggak),Tidak,Ya,Tidak,Ya,Tidak,1-50%,0-10,0.2857,5.98,-0.5714,4,4,0,11.96,0.0
JJI-00101,Dropout,1,63.4,Sangat Tinggi,1,out-of-fold (data berlabel),Keperawatan Hewan,Pemegang Ijazah/Diploma Lain,Pemegang diploma siklus pendek,Kelas Siang,Perempuan,Lajang,20-22,21,120-130,128.8,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,Tidak,Tidak,51-80%,12-14,0.6842,13.1375,-0.2444,13,8,5,12.875,13.4
JJI-00102,Graduate,0,66.5,Sangat Tinggi,1,out-of-fold (data berlabel),Desain Animasi & Multimedia,Seleksi Reguler,Seleksi umum - fase 1,Kelas Siang,Perempuan,Lajang,20-22,20,<120,110.0,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,Ya,Tidak,0% (tidak lulus satu pun),Tanpa nilai,0.0,0.0,0.0,0,0,0,0.0,0.0
JJI-00103,Dropout,1,99.9,Sangat Tinggi,1,out-of-fold (data berlabel),Pekerjaan Sosial (kelas malam),Jalur Usia >23 Tahun,Jalur usia di atas 23 tahun,Kelas Malam,Perempuan,Menikah,31-40,36,<120,113.5,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,Ya,Tidak,0% (tidak lulus satu pun),Tanpa nilai,0.0,0.0,0.0,0,0,0,0.0,0.0
JJI-00104,Graduate,0,4.2,Rendah,0,out-of-fold (data berlabel),Agronomi,Jalur Usia >23 Tahun,Jalur usia di atas 23 tahun,Kelas Siang,Perempuan,Bercerai,41+,43,>150,160.0,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,Tidak,Tidak,81-100%,>14,1.0,14.4312,0.0,31,18,13,14.6316,14.2308
JJI-00105,Dropout,1,99.9,Sangat Tinggi,1,out-of-fold (data berlabel),Pendidikan Dasar,Seleksi Reguler,Seleksi umum - fase 3,Kelas Siang,Perempuan,Lajang,17-19,19,<120,117.4,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,Ya,Tidak,0% (tidak lulus satu pun),Tanpa nilai,0.0,0.0,0.0,0,0,0,0.0,0.0
JJI-00106,Graduate,0,9.1,Rendah,0,out-of-fold (data berlabel),Desain Komunikasi,Pindahan / Ganti Program,Pindah institusi/program studi,Kelas Siang,Perempuan,Lajang,20-22,20,120-130,122.2,Perlu perhatian (1 masalah),Ya,Ya,Tidak,Tidak,Tidak,81-100%,12-14,1.0,12.6364,0.0,21,10,11,13.0,12.2727
JJI-00107,Dropout,1,99.2,Sangat Tinggi,1,out-of-fold (data berlabel),Pekerjaan Sosial,Seleksi Reguler,Seleksi umum - fase 1,Kelas Siang,Perempuan,Lajang,17-19,19,<120,118.2,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,Ya,Tidak,0% (tidak lulus satu pun),Tanpa nilai,0.0,0.0,0.0,0,0,0,0.0,0.0
JJI-00108,Dropout,1,65.6,Sangat Tinggi,1,out-of-fold (data berlabel),Keperawatan Hewan,Seleksi Reguler,Seleksi umum - fase 1,Kelas Siang,Perempuan,Lajang,20-22,20,<120,106.7,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,Ya,Tidak,51-80%,12-14,0.6667,13.725,0.0,8,4,4,14.2,13.25
JJI-00109,Dropout,1,35.7,Tinggi,1,out-of-fold (data berlabel),Keperawatan,Seleksi Reguler,Seleksi umum - fase 1,Kelas Siang,Perempuan,Lajang,20-22,20,<120,108.2,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,Ya,Tidak,51-80%,12-14,0.7857,12.7833,-0.1429,11,6,5,13.2667,12.3
JJI-00110,Enrolled,,70.8,Sangat Tinggi,1,prediksi (mahasiswa aktif),Pendidikan Dasar,Seleksi Reguler,Seleksi umum - fase 2,Kelas Siang,Perempuan,Lajang,20-22,20,<120,107.0,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,Ya,Tidak,51-80%,12-14,0.6429,12.3333,-0.4286,9,6,3,11.6667,13.0
JJI-00111,Graduate,0,4.1,Rendah,0,out-of-fold (data berlabel),Pekerjaan Sosial,Seleksi Reguler,Seleksi umum - fase 1,Kelas Siang,Perempuan,Lajang,17-19,18,130-140,136.1,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,Ya,Tidak,81-100%,>14,1.0,14.4286,0.0,12,6,6,13.8571,15.0
JJI-00112,Enrolled,,78.1,Sangat Tinggi,1,prediksi (mahasiswa aktif),Manajemen,Seleksi Reguler,Seleksi umum - fase 2,Kelas Siang,Perempuan,Lajang,17-19,18,<120,115.3,Aman (lunas & tidak menunggak),Ya,Tidak,Ya,Ya,Tidak,51-80%,10-12,0.6,12.0,0.0,6,3,3,13.0,11.0
JJI-00113,Graduate,0,4.7,Rendah,0,out-of-fold (data berlabel),Keperawatan Hewan,Seleksi Reguler,Seleksi umum - fase 1,Kelas Siang,Perempuan,Lajang,17-19,19,130-140,139.8,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,Ya,Tidak,81-100%,12-14,1.0,13.1,0.0,10,5,5,13.4,12.8
JJI-00114,Graduate,0,19.9,Rendah,0,out-of-fold (data berlabel),Jurnalistik & Komunikasi,Seleksi Reguler,Seleksi umum - fase 1,Kelas Siang,Perempuan,Lajang,17-19,18,>150,157.0,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,Ya,Tidak,81-100%,12-14,1.0,12.619,0.0,12,6,6,12.6667,12.5714
JJI-00115,Dropout,1,4.9,Rendah,0,out-of-fold (data berlabel),Keperawatan,Seleksi Reguler,Seleksi umum - fase 2,Kelas Siang,Perempuan,Lajang,17-19,18,130-140,131.0,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,Ya,Tidak,81-100%,12-14,0.8571,12.5167,0.0,12,6,6,12.5167,12.5167
JJI-00116,Enrolled,,6.8,Rendah,0,prediksi (mahasiswa aktif),Keperawatan,Pindahan / Ganti Program,Pindah program studi,Kelas Siang,Perempuan,Lajang,20-22,20,<120,100.0,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,Tidak,Tidak,81-100%,12-14,0.9286,12.3083,0.1429,13,6,7,11.6167,13.0
JJI-00117,Enrolled,,76.6,Sangat Tinggi,1,prediksi (mahasiswa aktif),Pekerjaan Sosial,Seleksi Reguler,Seleksi umum - fase 2,Kelas Siang,Perempuan,Lajang,20-22,20,140-150,140.4,Aman (lunas & tidak menunggak),Ya,Tidak,Ya,Ya,Tidak,1-50%,10-12,0.5,10.375,0.3333,6,2,4,10.0,10.75
JJI-00118,Enrolled,,88.7,Sangat Tinggi,1,prediksi (mahasiswa aktif),Manajemen,Seleksi Reguler,Seleksi umum - fase 2,Kelas Siang,Perempuan,Lajang,20-22,20,<120,113.4,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,Tidak,Tidak,51-80%,10-12,0.6,10.5,0.0,6,3,3,10.3333,10.6667
JJI-00119,Graduate,0,5.2,Rendah,0,out-of-fold (data berlabel),Keperawatan Hewan,Seleksi Reguler,Seleksi umum - fase 1,Kelas Siang,Perempuan,Lajang,17-19,18,130-140,137.0,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,Tidak,Tidak,81-100%,12-14,1.0,12.2714,0.0,10,5,5,13.1429,11.4
JJI-00120,Graduate,0,3.9,Rendah,0,out-of-fold (data berlabel),Manajemen,Seleksi Reguler,Seleksi umum - fase 1,Kelas Siang,Perempuan,Lajang,17-19,18,120-130,121.8,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,Tidak,Tidak,81-100%,12-14,1.0,13.3,0.0,10,5,5,12.6,14.0
JJI-00121,Dropout,1,99.4,Sangat Tinggi,1,out-of-fold (data berlabel),Pariwisata,Seleksi Reguler,Seleksi umum - fase 2,Kelas Siang,Perempuan,Lajang,20-22,21,130-140,131.0,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,Ya,Tidak,1-50%,10-12,0.4167,11.0,-0.1667,5,3,2,11.0,11.0
JJI-00122,Graduate,0,18.7,Rendah,0,out-of-fold (data berlabel),Manajemen,Seleksi Reguler,Seleksi umum - fase 1,Kelas Siang,Perempuan,Lajang,17-19,19,<120,118.6,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,Ya,Tidak,81-100%,10-12,0.9,11.025,-0.2,9,5,4,10.8,11.25
JJI-00123,Dropout,1,63.0,Sangat Tinggi,1,out-of-fold (data berlabel),Desain Animasi & Multimedia,Seleksi Reguler,Seleksi umum - fase 1,Kelas Siang,Perempuan,Lajang,17-19,19,120-130,122.3,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,Tidak,Tidak,0% (tidak lulus satu pun),Tanpa nilai,0.0,0.0,0.0,0,0,0,0.0,0.0
JJI-00124,Graduate,0,5.7,Rendah,0,out-of-fold (data berlabel),Manajemen Periklanan & Pemasaran,Seleksi Reguler,Seleksi umum - fase 1,Kelas Siang,Perempuan,Lajang,17-19,19,120-130,127.9,Aman (lunas & tidak menunggak),Ya,Tidak,Ya,Tidak,Tidak,81-100%,12-14,1.0,13.5,0.0,10,5,5,12.8,14.2
JJI-00125,Graduate,0,3.0,Rendah,0,out-of-fold (data berlabel),Keperawatan Hewan,Seleksi Reguler,Seleksi umum - fase 1,Kelas Siang,Perempuan,Lajang,17-19,19,120-130,121.3,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,Ya,Tidak,81-100%,12-14,1.0,13.1833,0.0,12,6,6,14.1667,12.2
JJI-00126,Dropout,1,98.8,Sangat Tinggi,1,out-of-fold (data berlabel),Kesehatan Gigi,Seleksi Reguler,Seleksi umum - fase 2,Kelas Siang,Perempuan,Lajang,17-19,19,<120,117.1,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,Ya,Tidak,1-50%,0-10,0.3571,6.05,-0.7143,5,5,0,12.1,0.0
JJI-00127,Graduate,0,21.6,Sedang,0,out-of-fold (data berlabel),Keperawatan Hewan,Pemegang Ijazah/Diploma Lain,Pemegang diploma spesialisasi teknologi,Kelas Siang,Perempuan,Lajang,20-22,20,>150,160.0,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,Ya,Tidak,81-100%,12-14,0.9167,13.9722,-0.1667,11,6,5,14.1667,13.7778
JJI-00128,Enrolled,,17.7,Rendah,0,prediksi (mahasiswa aktif),Pendidikan Dasar,Seleksi Reguler,Seleksi umum - fase 1,Kelas Siang,Perempuan,Lajang,17-19,18,140-150,145.3,Aman (lunas & tidak menunggak),Ya,Tidak,Ya,Ya,Tidak,81-100%,12-14,0.8333,13.1,0.0,10,5,5,12.8,13.4
JJI-00129,Graduate,0,3.6,Rendah,0,out-of-fold (data berlabel),Pekerjaan Sosial,Seleksi Reguler,Seleksi umum - fase 2,Kelas Siang,Perempuan,Lajang,17-19,18,120-130,122.6,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,Ya,Tidak,81-100%,12-14,1.0,13.3333,0.0,12,6,6,13.0,13.6667
JJI-00130,Graduate,0,13.6,Rendah,0,out-of-fold (data berlabel),Keperawatan,Seleksi Reguler,Seleksi umum - fase 2,Kelas Siang,Perempuan,Lajang,17-19,19,120-130,128.0,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,Ya,Tidak,81-100%,>14,1.0,14.2391,0.0,15,7,8,13.4671,15.0111
JJI-00131,Dropout,1,13.7,Rendah,0,out-of-fold (data berlabel),Keperawatan,Seleksi Reguler,Seleksi umum - fase 1,Kelas Siang,Perempuan,Lajang,17-19,18,120-130,124.9,Aman (lunas & tidak menunggak),Ya,Tidak,Ya,Ya,Tidak,81-100%,12-14,0.9333,13.4902,-0.125,14,7,7,13.2375,13.7429
JJI-00132,Graduate,0,5.6,Rendah,0,out-of-fold (data berlabel),Desain Komunikasi,Seleksi Reguler,Seleksi umum - fase 2,Kelas Siang,Perempuan,Lajang,17-19,18,120-130,123.7,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,Ya,Tidak,81-100%,12-14,1.0,12.6667,0.0,12,6,6,12.3333,13.0
JJI-00133,Graduate,0,8.2,Rendah,0,out-of-fold (data berlabel),Manajemen,Seleksi Reguler,Seleksi umum - fase 1,Kelas Siang,Perempuan,Lajang,17-19,19,120-130,120.1,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,Ya,Tidak,81-100%,12-14,1.0,13.5,0.0,10,5,5,12.4,14.6
JJI-00134,Dropout,1,98.1,Sangat Tinggi,1,out-of-fold (data berlabel),Keperawatan,Seleksi Reguler,Seleksi umum - fase 2,Kelas Siang,Perempuan,Lajang,17-19,19,130-140,131.7,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,Ya,Tidak,1-50%,0-10,0.3571,7.0,-0.7143,5,5,0,14.0,0.0
JJI-00135,Graduate,0,4.5,Rendah,0,out-of-fold (data berlabel),Pekerjaan Sosial,Pindahan / Ganti Program,Pindah program studi,Kelas Siang,Perempuan,Lajang,20-22,20,130-140,133.2,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,Tidak,Tidak,81-100%,10-12,1.0,11.6905,0.0,16,9,7,11.6667,11.7143
JJI-00136,Dropout,1,73.1,Sangat Tinggi,1,out-of-fold (data berlabel),Manajemen Periklanan & Pemasaran,Seleksi Reguler,Seleksi umum - fase 1,Kelas Siang,Perempuan,Lajang,17-19,19,<120,109.3,Bermasalah (menunggak & UKT tertunggak),Tidak,Ya,Ya,Tidak,Tidak,51-80%,12-14,0.75,12.25,-0.1667,9,5,4,12.0,12.5
JJI-00137,Graduate,0,22.4,Sedang,0,out-of-fold (data berlabel),Manajemen Periklanan & Pemasaran,Seleksi Reguler,Seleksi umum - fase 2,Kelas Siang,Perempuan,Lajang,20-22,20,<120,113.0,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,Ya,Tidak,51-80%,10-12,0.8,11.85,0.0,8,4,4,12.2,11.5
JJI-00138,Graduate,0,11.6,Rendah,0,out-of-fold (data berlabel),Jurnalistik & Komunikasi,Seleksi Reguler,Seleksi umum - fase 1,Kelas Siang,Perempuan,Lajang,17-19,18,>150,157.9,Perlu perhatian (1 masalah),Ya,Ya,Ya,Tidak,Tidak,81-100%,>14,1.0,14.8333,0.0,12,6,6,14.8333,14.8333
JJI-00139,Enrolled,,19.7,Rendah,0,prediksi (mahasiswa aktif),Keperawatan,Seleksi Reguler,Seleksi umum - fase 1,Kelas Siang,Perempuan,Lajang,20-22,20,<120,112.1,Aman (lunas & tidak menunggak),Ya,Tidak,Ya,Tidak,Tidak,51-80%,12-14,0.8,13.0404,0.1607,12,5,7,13.188,12.8929
JJI-00140,Graduate,0,17.5,Rendah,0,out-of-fold (data berlabel),Keperawatan,Seleksi Reguler,Seleksi umum - fase 3,Kelas Siang,Perempuan,Lajang,17-19,18,>150,174.7,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,Tidak,Tidak,81-100%,>14,1.0,17.3562,0.0,15,7,8,17.125,17.5875
JJI-00141,Graduate,0,7.0,Rendah,0,out-of-fold (data berlabel),Keperawatan,Seleksi Reguler,Seleksi umum - fase 1,Kelas Siang,Perempuan,Lajang,17-19,19,120-130,128.8,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,Ya,Tidak,81-100%,12-14,0.8571,12.6667,0.0,12,6,6,12.6667,12.6667
JJI-00142,Graduate,0,20.1,Sedang,0,out-of-fold (data berlabel),Jurnalistik & Komunikasi,Seleksi Reguler,Seleksi umum - fase 1,Kelas Siang,Perempuan,Lajang,17-19,19,<120,110.1,Aman (lunas & tidak menunggak),Ya,Tidak,Ya,Ya,Tidak,81-100%,12-14,0.9167,12.3333,-0.1667,11,6,5,12.6667,12.0
JJI-00143,Enrolled,,99.7,Sangat Tinggi,1,prediksi (mahasiswa aktif),Manajemen,Pindahan / Ganti Program,Pindah institusi/program studi,Kelas Siang,Perempuan,Lajang,20-22,22,<120,99.7,Bermasalah (menunggak & UKT tertunggak),Tidak,Ya,Tidak,Ya,Tidak,0% (tidak lulus satu pun),Tanpa nilai,0.0,0.0,0.0,0,0,0,0.0,0.0
JJI-00144,Graduate,0,4.7,Rendah,0,out-of-fold (data berlabel),Pekerjaan Sosial,Seleksi Reguler,Seleksi umum - fase 1,Kelas Siang,Perempuan,Lajang,17-19,19,120-130,121.0,Aman (lunas & tidak menunggak),Ya,Tidak,Ya,Ya,Tidak,81-100%,10-12,1.0,11.4167,0.0,12,6,6,11.3333,11.5
